"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"mvn:MAVEN:1                         ","Class","MAVEN","1.0.0.0","mvn","The MAVEN class is the container for MAVEN mission-specific metadata elements.","ppi","","","","","","","","","","",""
"mvn:MAVEN:2                          mvn:mission_phase_name:1            ","Attribute","mission_phase_name","n/a","mvn","The mission_phase_name attribute provides the mission-defined name of a mission phase.","ppi","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:Cruise","Value","Cruise","","","The period of observations during the MAVEN's flight from Earth to Mars."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:EM-1","Value","EM-1","","","Extended Mission 1: The period of observations during the first extension of the MAVEN mission covering 2015-11-17T00:00:00 to 2016-10-01T00:00:00."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:EM-2","Value","EM-2","","","Extended Mission 2: The period of observations during the second extension of the MAVEN mission covering 2016-10-01T00:00:00 to 2018-10-01T00:00:00."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:EM-3","Value","EM-3","","","Extended Mission 3: The period of observations during the third extension of the MAVEN mission covering 2018-10-01T00:00:00 to 2019-10-01T00:00:00."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:EM-4","Value","EM-4","","","Extended Mission 4: The period of observations during the fourth extension of the MAVEN mission covering 2019-10-01T00:00:00 to 2021-10-01T00:00:00."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:EM-5","Value","EM-5","","","Extended Mission 5: The period of observations during the fifth extension of the MAVEN mission covering 2021-10-01T00:00:00 and extending indefinitely."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:Mars Orbital Inserti","Value","Mars Orbital Insertion","","","The period of observations during the MAVEN's entry into Mar's orbit."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:Prime Mission","Value","Prime Mission","","","The period of observations during the primary objective of the mission."
"mvn:MAVEN:2                          mvn:mission_phase_name:2             Value:Transition","Value","Transition","","","The period of time when the spacecraft was changing from cruise to orbital operations. Also referred to as 'Comissioning'."
"mvn:MAVEN:2                          mvn:spacecraft_clock_start_count:1  ","Attribute","spacecraft_clock_start_count","n/a","mvn","The spacecraft_clock_start_count attribute provides the value of the spacecraft clock at the beginning of a time period of interest.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mvn:MAVEN:2                          mvn:spacecraft_clock_stop_count:1   ","Attribute","spacecraft_clock_stop_count","n/a","mvn","The spacecraft_clock_stop_count attribute provides the value of the spacecraft clock at the end of a time period of interest. These may be provided either as SCLK string values, or as encoded double precision SCLK values.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mvn:MAVEN:2                          mvn:mission_event_time_start_count:1","Attribute","mission_event_time_start_count","n/a","mvn","The mission_event_time_start_count attribute provides the mission event time value at the beginning of a time period of interest. These may be provided either as SCLK string values, or as encoded double precision SCLK values.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mvn:MAVEN:2                          mvn:mission_event_time_stop_count:1 ","Attribute","mission_event_time_stop_count","n/a","mvn","The mission_event_time_stop_count attribute provides the mission event time value at the end of a time period of interest.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mvn:Parameter:1                     ","Class","Parameter","1.0.0.0","mvn","The Parameter class provides information about a specified data parameter.","ppi","","","","","","","","","","",""
"mvn:Parameter:2                      pds:name:1                          ","Attribute","name","n/a","pds","The name attribute provides a word or combination of words by which the object is known.","pds","UTF8_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"mvn:Parameter:2                      pds:description:1                   ","Attribute","description","n/a","pds","The description attribute provides a statement, picture in words, or account that describes or is otherwise relevant to the object.","pds","UTF8_Text_Preserved","1","1","Unbounded","Unbounded","1","Unbounded","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"mvn:Parameter:2                      pds:value:1                         ","Attribute","value","n/a","pds","The value attribute provides a single, allowed numerical or character string value.","pds","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
